date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2022-08-03,20.1,16.93,16.85,13.6,,,87,76.7,73.5,60,15,12.7,12.7,10.4,13,6.17,7,1,,,101.17,100.84,100.9,100.63,93.35,93.04,93.11,92.86,,,,,2.4,1.7,1.7,1,1.1,0,11.8,9.8,6.8,0.6,,,,05:53:00,21:28:00,15.58,5.88,21.47,3,3,20,20,14,14,,,,,,,,,,,,,
2022-08-02,21.1,16.92,17.64,14.2,,,83,69.5,67,51,12.7,11.1,11.2,9.7,25,15.46,14.5,4,46,31,101.19,100.85,100.79,100.39,93.35,93.07,93.01,92.67,,,,,10.2,2.3,5.8,1.3,0.4,0,12.6,10.6,7.6,0,,,,05:51:00,21:29:00,15.63,5.85,21.48,5,6,22,22,13,13,,,,,,,,,,,,,
2022-08-01,26.5,19.45,21,15.5,30,,92,77.4,74,56,18.4,15.2,15.2,12,15,9.25,9,3,35,32,101.42,100.88,100.9,100.39,93.59,93.11,93.13,92.67,,,,,2.5,1.7,1.8,1.1,0,3,16,14,11,0.4,,,,05:49:00,21:31:00,15.7,5.82,21.52,7,7,22,23,14,15,,,,,,,,,,,,,
2022-07-31,20.3,17.73,18.1,15.9,,,90,78,79.5,69,16.2,13.8,13.9,11.6,19,10.08,11,3,32,4,101.64,101.47,101.49,101.34,93.83,93.65,93.67,93.52,,,,,1.7,1.4,1.4,1.1,0,0.1,13.1,11.1,8.1,4.5,,,,05:48:00,21:33:00,15.75,5.8,21.55,8,8,20,22,14,16,,,,,,,,,,,,,
2022-07-30,25.8,21.59,21.8,17.8,29,,74,62.7,61,48,16.4,14,14.3,12.3,17,11.12,10.5,4,33,33,101.67,101.45,101.42,101.16,93.87,93.68,93.66,93.44,,,,,2.4,1.8,1.9,1.4,0,3.8,16.8,14.8,11.8,0,,,,05:46:00,21:35:00,15.82,5.77,21.58,7,7,25,25,16,17,,,,,,,,,,,,,
2022-07-29,28.4,23.61,23.85,19.3,33,,85,66.1,66,47,17.9,16.7,15.7,13.5,17,10.5,9.5,2,31,16,101.35,101.18,101.21,101.07,93.6,93.47,93.48,93.36,,,,,3,2.2,2.2,1.5,0,5.8,18.9,16.9,13.8,0.2,,,,05:45:00,21:36:00,15.85,5.75,21.6,8,8,30,30,19,19,,,,,,,,,,,,,
2022-07-28,32,25.42,25.25,18.5,36,,77,55.6,57,37,17.8,15.4,15.7,13.5,15,9.25,9,3,,,101.7,101.4,101.4,101.1,93.94,93.67,93.68,93.41,,,,,3,2.3,2.3,1.6,0,7.2,20.2,18.2,15.2,0,,,,05:43:00,21:38:00,15.92,5.72,21.63,7,7,31,31,18,18,,,,,,,,,,,,,
2022-07-27,28.6,23.4,23.15,17.7,31,,69,53.1,53,37,15.4,12.9,13.2,10.9,15,7.38,8,1,,,101.76,101.71,101.71,101.65,93.98,93.93,93.92,93.85,,,,,2.5,2.2,2.1,1.8,0,5.2,18.1,16.1,13.2,0,,,,05:41:00,21:40:00,15.98,5.68,21.67,7,8,28,28,17,17,,,,,,,,,,,,,
2022-07-26,25.6,20.64,20.9,16.2,26,,83,55.1,59,35,13.6,10.5,10.9,8.2,11,6.5,6.5,2,,,101.83,101.71,101.69,101.56,93.99,93.89,93.88,93.77,,,,,2.1,1.7,1.6,1.1,0,2.9,15.9,13.9,10.9,0,,,,05:40:00,21:41:00,16.02,5.67,21.68,6,7,25,25,15,15,,,,,,,,,,,,,
2022-07-25,22.2,18.27,18.6,15,,,83,70,67,51,14,12.6,12.7,11.3,15,10.38,9.5,4,,,101.79,101.7,101.71,101.62,93.94,93.87,93.89,93.83,,,,,2,1.7,1.7,1.4,0,0.6,13.6,11.6,8.6,1.6,,,,05:38:00,21:43:00,16.08,5.63,21.72,5,7,22,22,12,15,,,,,,,,,,,,,
2022-07-24,25.9,21.1,20.85,15.8,27,,89,56.4,61,33,14.4,11.3,11.3,8.2,17,10.75,10.5,4,31,32,101.64,101.53,101.55,101.46,93.86,93.75,93.77,93.68,,,,,2.2,1.9,1.8,1.5,0,2.8,15.8,13.8,10.8,0,,,,05:37:00,21:44:00,16.12,5.62,21.73,6,7,24,26,14,15,,,,,,,,,,,,,
2022-07-23,25.9,19.7,19.5,13.1,28,,79,57.2,59.5,40,12.6,10.6,10.8,8.9,14,9.42,9.5,5,,,101.77,101.64,101.63,101.5,93.92,93.81,93.81,93.71,,,,,2.3,1.8,1.8,1.2,0,1.5,14.5,12.5,9.5,0,,,,05:35:00,21:46:00,16.18,5.58,21.77,7,7,26,26,16,16,,,,,,,,,,,,,
2022-07-22,22.5,18.75,18.6,14.7,,,67,51.3,54,41,9.6,8.3,8.2,6.8,16,10.25,10,4,29,33,101.67,101.41,101.41,101.15,93.83,93.62,93.62,93.4,,,,,11,2.7,6.3,1.6,0,0.6,13.6,11.6,8.6,0.2,,,,05:34:00,21:47:00,16.22,5.57,21.78,6,6,23,23,12,13,,,,,,,,,,,,,
2022-07-21,28,21.9,21.55,15.1,27,,69,42.8,46.5,24,11,7.7,7.8,4.6,18,10,11,4,35,30,101.22,101.06,101.03,100.85,93.44,93.31,93.28,93.13,,,,,11,3.1,6.4,1.8,0,3.5,16.6,14.6,11.6,0.6,,,,05:32:00,21:49:00,16.28,5.53,21.82,7,7,28,28,14,15,,,,,,,,,,,,,
2022-07-20,25.1,19.51,19.14,13.2,,,62,45,45.5,29,8.8,6.7,6.9,5,20,12,12.5,5,35,29,101.52,101.35,101.33,101.14,93.69,93.54,93.53,93.37,,,,,1.8,1.6,1.6,1.3,0,1.1,14.1,12.1,9.1,0.2,,,,05:31:00,21:50:00,16.32,5.52,21.83,7,7,25,25,14,14,,,,,,,,,,,,,
2022-07-19,25.4,21.49,21.15,16.9,25,,58,46.4,45.5,33,12.6,9.2,9.4,6.2,20,12.21,13,6,45,31,101.3,100.93,101,100.7,93.52,93.21,93.27,93.02,,,,,2.4,1.9,1.8,1.3,0,3.1,16.1,14.2,11.2,0,,,,05:29:00,21:51:00,16.37,5.48,21.85,7,7,25,25,13,14,,,,,,,,,,,,,
2022-07-18,28.4,22.65,22.29,16.2,31,,82,59.6,60.5,39,16.4,13.8,14.3,12.3,15,7.42,8.5,2,31,15,101.01,100.71,100.74,100.47,93.26,93,93.02,92.78,,,,,3.4,2.6,2.6,1.9,0,4.3,17.3,15.3,12.3,0,,,,05:28:00,21:53:00,16.42,5.47,21.88,5,7,27,27,16,18,,,,,,,,,,,,,
2022-07-17,25.8,20.84,21.4,17,27,,71,55.6,54,37,13.1,11.3,10.9,8.7,21,8.88,12.5,4,33,31,101.4,101.22,101.22,101.04,93.62,93.46,93.45,93.28,,,,,3,2.6,2.6,2.2,0,3.4,16.4,14.4,11.4,0,,,,05:27:00,21:54:00,16.45,5.45,21.9,6,6,25,25,14,15,,,,,,,,,,,,,
2022-07-16,27.8,23.18,22.75,17.7,29,,79,52.9,56,33,15.1,12.4,11.9,8.8,15,7.88,7.5,0,36,33,101.3,101.06,101.06,100.81,93.54,93.34,93.33,93.12,,,,,2.7,2.3,2.2,1.7,0,4.8,17.8,15.8,12.8,0,,,,05:25:00,21:55:00,16.5,5.42,21.92,7,7,28,28,15,15,,,,,,,,,,,,,
2022-07-15,29.7,23.82,23.2,16.7,33,,75,56.4,56,37,17.2,14.2,15,12.8,14,9.08,9,4,,,101.33,101.11,101.1,100.87,93.57,93.38,93.37,93.17,,,,,3.9,3,3.2,2.6,0,5.2,18.2,16.2,13.2,0.2,,,,05:24:00,21:56:00,16.53,5.4,21.93,7,7,28,28,16,16,,,,,,,,,,,,,
2022-07-14,26.9,20.34,19.45,12,28,,81,54.2,55,29,12.8,10.1,9.9,7.1,18,7.54,9,0,33,21,101.46,101.31,101.3,101.14,93.64,93.51,93.51,93.39,,,,,3.6,2.7,2.6,1.7,0,1.4,14.4,12.4,9.4,0,,,,05:23:00,21:57:00,16.57,5.38,21.95,7,7,28,28,14,14,,,,,,,,,,,,,
2022-07-13,23.6,17.88,18.3,13,,,76,53.8,57,38,10.3,7.9,7.9,5.5,26,14.71,14.5,3,45,32,101.24,100.91,100.91,100.59,93.43,93.16,93.16,92.89,,,,,2.6,2.3,2.3,2,0,0.3,13.3,11.3,8.3,0.6,,,,05:21:00,21:58:00,16.62,5.35,21.97,8,8,22,22,12,12,,,,,,,,,,,,,
2022-07-12,31.2,24.28,23.55,15.9,33,,75,48.4,52,29,14.6,12,12.2,9.9,23,9.88,12.5,2,39,31,101.29,100.86,100.83,100.37,93.53,93.15,93.13,92.73,,,,,3.6,2.6,2.6,1.7,0,5.5,18.6,16.6,13.6,0,,,,05:20:00,21:59:00,16.65,5.33,21.98,8,8,32,32,15,15,,,,,,,,,,,,,
2022-07-11,26.8,20.88,20.2,13.6,28,,66,48.3,50.5,35,12.5,9.1,9.8,7.2,15,8.33,9.5,4,31,29,101.87,101.67,101.61,101.35,94.05,93.86,93.82,93.58,,,,,2.6,2,2,1.5,0,2.2,15.2,13.2,10.2,0,,,,05:19:00,22:00:00,16.68,5.32,22,8,8,26,26,16,18,,,,,,,,,,,,,
2022-07-10,24.4,19.66,19.39,14.4,,,74,48.6,54,34,11.5,8,8.7,5.9,24,12.62,13.5,3,45,30,101.66,101.51,101.5,101.34,93.84,93.69,93.69,93.54,,,,,2.4,1.8,2,1.6,0,1.4,14.4,12.4,9.4,0,,,,05:18:00,22:01:00,16.72,5.3,22.02,6,6,24,24,13,15,,,,,,,,,,,,,
2022-07-09,24.1,18.25,19.05,14,,,89,62.8,61.5,34,13.3,10.3,9.9,6.6,15,7.71,8,1,54,26,101.59,101.42,101.44,101.3,93.73,93.6,93.61,93.49,,,,,2.8,2.4,2.4,1.9,0,1.1,14.1,12.1,9.1,1.1,,,,05:17:00,22:02:00,16.75,5.28,22.03,7,7,24,24,13,15,,,,,,,,,,,,,
2022-07-08,24.5,18.5,18.95,13.4,27,,96,70.3,70,44,13.9,12.5,12.3,10.8,18,6.88,9.5,1,48,32,101.48,101.37,101.37,101.26,93.63,93.56,93.54,93.45,,,,,3.2,2.5,2.5,1.7,0,0.9,13.9,11.9,8.9,0,,,,05:16:00,22:03:00,16.78,5.27,22.05,7,7,24,24,12,13,,,,,,,,,,,,,
2022-07-07,22.5,17.76,18.14,13.8,27,,93,78.2,80,67,16,13.8,14,12,26,13.71,14,2,43,14,101.74,101.47,101.47,101.21,93.86,93.64,93.64,93.41,,,,,2.7,2.2,2.2,1.8,0,0.1,13.1,11.1,8.1,6.4,,,,05:15:00,22:03:00,16.8,5.25,22.05,6,7,24,24,13,14,,,,,,,,,,,,,
2022-07-06,19.8,15.74,16.05,12.3,,,91,76.2,74,57,12.2,11.3,11.2,10.1,16,10.17,11,6,,,101.94,101.8,101.81,101.68,94.02,93.9,93.9,93.78,,,,,2.4,2,2,1.6,2,0,11.1,9.1,6,0,,,,05:14:00,22:04:00,16.83,5.23,22.07,6,6,20,20,11,14,,,,,,,,,,,,,
2022-07-05,14.7,13.68,13.64,12.6,,,95,89.4,89.5,84,12.7,11.9,11.7,10.7,27,14.04,17,7,48,11,101.64,101.52,101.54,101.44,93.78,93.65,93.67,93.56,,,,,2.9,2.3,2.4,1.9,4.4,0,8.6,6.6,3.6,23,,,,05:13:00,22:05:00,16.87,5.22,22.08,2,2,16,16,11,12,,,,,,,,,,,,,
2022-07-04,21.7,16.78,16.3,10.9,,,89,67.3,66,43,13.4,10.2,10.7,8,20,8.33,10,0,29,12,101.68,101.62,101.62,101.56,93.82,93.77,93.76,93.7,,,,,3.1,2.4,2.5,1.9,1.7,0,11.3,9.3,6.3,3,,,,05:12:00,22:05:00,16.88,5.2,22.08,5,6,21,21,13,14,,,,,,,,,,,,,
2022-07-03,21,15.3,14.05,7.1,,,96,64,69,42,9.5,7.7,8.1,6.6,13,5.21,7,1,,,102.03,101.83,101.82,101.61,94.04,93.91,93.89,93.75,,,,,2.7,2.1,2,1.4,4,0,9.1,7,4,0.2,,,,05:11:00,22:06:00,16.92,5.18,22.1,7,7,21,21,12,12,,,,,,,,,,,,,
2022-07-02,14.4,11.68,12.2,10,,,94,87.4,82,70,10.4,9.6,9.6,8.7,13,7,7,1,,,102.09,102.01,102.01,101.94,94.12,94.06,94.06,93.99,,,,,2.3,2.1,2,1.8,5.8,0,7.2,5.2,2.2,13,,,,05:10:00,22:06:00,16.93,5.17,22.1,4,5,16,16,8,9,,,,,,,,,,,,,
2022-07-01,20.7,15.94,16.7,12.7,,,86,72.3,70.5,55,13.1,10.9,11.2,9.4,18,9.96,10.5,3,31,7,102.01,101.65,101.69,101.36,94.1,93.8,93.83,93.57,,,,,3.1,2.6,2.6,2.1,1.3,0,11.7,9.7,6.7,0,,,,05:09:00,22:06:00,16.95,5.15,22.1,5,7,24,24,11,12,,,,,,,,,,,,,
2022-06-30,23.3,18.23,18.05,12.8,,,87,60.7,64,41,10.9,10,9.7,8.4,16,9.88,10,4,,,101.83,101.74,101.73,101.62,93.97,93.89,93.88,93.79,,,,,3.1,2.6,2.4,1.6,0,0.1,13.1,11.1,8.1,0,,,,05:09:00,22:07:00,16.97,5.15,22.12,7,7,22,22,12,12,,,,,,,,,,,,,
2022-06-29,20.6,16.01,16.2,11.8,,,94,71,70,46,12.8,10.4,10.3,7.9,19,7.88,11.5,4,36,1,101.63,101.06,101.19,100.76,93.76,93.24,93.36,92.96,,,,,2.9,2.5,2.5,2.1,1.8,0,11.2,9.2,6.2,3.1,,,,05:08:00,22:07:00,16.98,5.13,22.12,2,7,18,18,10,12,,,,,,,,,,,,,
2022-06-28,21.7,16.93,16.89,12.1,,,91,65.4,71.5,52,13.1,10.2,10.4,7.8,26,16.21,15.5,5,39,15,102.49,101.73,101.72,100.95,94.54,93.85,93.85,93.16,,,,,2.9,2.2,2.2,1.6,1.1,0,11.9,9.9,6.9,7,,,,05:07:00,22:07:00,17,5.12,22.12,7,8,22,22,12,13,,,,,,,,,,,,,
2022-06-27,18.7,15.35,15.3,11.9,,,88,67.4,69,50,10.5,9.2,9,7.5,18,10.38,9.5,1,31,5,102.5,102.37,102.39,102.29,94.55,94.45,94.47,94.38,,,,,2.5,2.3,2.1,1.8,2.7,0,10.3,8.3,5.3,0,,,,05:07:00,22:07:00,17,5.12,22.12,6,7,17,19,10,11,,,,,,,,,,,,,
2022-06-26,26.9,18.06,18.85,10.8,26,,77,53,53,29,10.2,7.5,7.4,4.6,22,9.92,12,2,50,31,102.48,102.21,102.25,102.01,94.56,94.32,94.36,94.15,,,,,2.8,2.4,2.4,1.9,0,0.9,13.8,11.8,8.8,1.3,,,,05:06:00,22:08:00,17.03,5.1,22.13,6,6,27,27,12,13,,,,,,,,,,,,,
2022-06-25,21.9,16.27,15.64,9.4,,,81,53.1,55.5,30,8,5.9,5.8,3.6,14,10.04,9.5,5,,,102.84,102.67,102.64,102.45,94.86,94.71,94.7,94.54,,,,,2.9,2.4,2.4,1.8,2.4,0,10.6,8.6,5.6,0,,,,05:06:00,22:08:00,17.03,5.1,22.13,6,6,22,22,12,12,,,,,,,,,,,,,
2022-06-24,16.6,12.69,13.1,9.6,,,90,69.5,72,54,9.3,7.1,7.5,5.7,24,18.25,18,12,41,36,102.64,102.13,102.02,101.4,94.66,94.17,94.08,93.5,,,,,2.2,1.8,1.8,1.3,4.9,0,8.1,6.1,3.1,4.7,,,,05:05:00,22:08:00,17.05,5.08,22.13,6,6,17,18,9,10,,,,,,,,,,,,,
2022-06-23,15.9,12.6,13.3,10.7,,,93,81.3,80,67,10.6,9.4,9.4,8.2,22,12.38,13.5,5,47,4,101.32,101.11,101.17,101.02,93.43,93.24,93.29,93.15,,,,,2.1,1.7,1.8,1.5,4.7,0,8.3,6.3,3.3,22.6,,,,05:05:00,22:07:00,17.03,5.08,22.12,3,3,15,17,9,9,,,,,,,,,,,,,
2022-06-22,20.5,15.78,16.39,12.3,,,91,74.9,67,43,12.7,11,9.9,7.2,20,7.54,10.5,1,38,28,101.38,101.2,101.2,101.02,93.57,93.38,93.39,93.22,,,,,2.3,2,2,1.7,1.6,0,11.4,9.4,6.4,9.9,,,,05:05:00,22:07:00,17.03,5.08,22.12,3,7,19,20,9,11,,,,,,,,,,,,,
2022-06-21,24.8,17.79,17.55,10.3,,,91,59,60,29,11.3,8.8,8.4,5.5,15,6.96,7.5,0,39,21,101.97,101.7,101.64,101.31,94.1,93.85,93.8,93.5,,,,,2.9,2.4,2.4,1.9,0.4,0,12.6,10.6,7.5,0,,,,05:05:00,22:07:00,17.03,5.08,22.12,7,7,23,23,12,13,,,,,,,,,,,,,
2022-06-20,20.9,16.6,16.6,12.3,,,78,61.9,60.5,43,10.3,8.9,8.8,7.3,24,12.62,13.5,3,40,32,101.8,101.55,101.56,101.32,93.91,93.7,93.71,93.5,,,,,2.2,2,2,1.8,1.4,0,11.6,9.6,6.6,0,,,,05:04:00,22:07:00,17.05,5.07,22.12,7,7,20,20,11,11,,,,,,,,,,,,,
2022-06-19,22.6,17.43,17.89,13.2,,,80,63.4,60.5,41,11.8,10,9.5,7.2,14,7.92,8,2,38,29,101.31,101.11,101.1,100.89,93.49,93.3,93.28,93.07,,,,,3,2.4,2.5,2,0.1,0,12.9,10.9,7.9,0,,,,05:04:00,22:07:00,17.05,5.07,22.12,5,5,22,22,11,13,,,,,,,,,,,,,
2022-06-18,21.6,17.09,18.14,14.7,,,93,75.6,71.5,50,13.9,12.3,11.8,9.8,17,8.88,9,1,31,32,100.83,100.54,100.56,100.29,93.02,92.77,92.78,92.54,,,,,2.7,2.2,2.2,1.8,0,0.1,13.1,11.1,8.1,0.2,,,,05:04:00,22:06:00,17.03,5.07,22.1,6,6,19,19,11,13,,,,,,,,,,,,,
2022-06-17,20.4,16.37,16.45,12.5,,,89,77.7,77.5,66,14.6,12.4,12.7,10.8,19,11.42,11,3,41,13,101.45,100.96,101,100.55,93.6,93.15,93.18,92.77,,,,,2.9,2.5,2.4,1.9,1.6,0,11.4,9.4,6.5,6.5,,,,05:04:00,22:06:00,17.03,5.07,22.1,3,6,21,21,13,16,,,,,,,,,,,,,
2022-06-16,20.7,16.71,15.5,10.3,,,83,60.9,63.5,44,10.8,8.8,9,7.2,25,12.33,13.5,2,40,13,101.56,101.42,101.4,101.24,93.7,93.57,93.56,93.43,,,,,3.7,2.5,2.6,1.6,2.5,0,10.5,8.5,5.5,0,,,,05:04:00,22:05:00,17.02,5.07,22.08,7,7,21,21,13,13,,,,,,,,,,,,,
2022-06-15,18.3,14.59,15.05,11.8,,,91,77.4,75.5,60,10.9,10.5,10.6,10.2,31,23.5,20,9,57,35,101.35,100.84,100.86,100.38,93.49,93,93.03,92.57,,,,,2.5,2.2,2.2,1.9,3,0,10.1,8.1,5,10.8,,,,05:04:00,22:05:00,17.02,5.07,22.08,3,5,16,16,9,10,,,,,,,,,,,,,
2022-06-14,15.4,12.85,13.6,11.8,,,94,90.8,88.5,83,12.2,11.4,11.2,10.2,27,18.17,18,9,51,1,100.42,100.15,100.11,99.81,92.6,92.37,92.33,92.07,,,,,3,2.4,2.5,2,4.4,0,8.6,6.6,3.6,41.4,,,,05:04:00,22:04:00,17,5.07,22.07,1,3,15,15,12,12,,,,,,,,,,,,,
2022-06-13,23.2,16.43,16.85,10.5,,,91,61.5,61.5,32,11,7.9,8,4.9,22,10.5,11,0,48,10,100.66,100.44,100.42,100.17,92.81,92.65,92.62,92.43,,,,,3,2.6,2.5,2.1,1.1,0,11.8,9.8,6.8,1.2,,,,05:05:00,22:04:00,16.98,5.08,22.07,7,7,22,22,12,13,,,,,,,,,,,,,
2022-06-12,20.8,14.55,15.15,9.5,,,84,62.5,58,32,9.9,6.6,6.3,2.8,21,8.58,12,3,40,12,100.66,100.54,100.54,100.41,92.89,92.76,92.76,92.63,,,,,2.8,2.5,2.5,2.2,2.8,0,10.2,8.2,5.2,2.6,,,,05:05:00,22:03:00,16.97,5.08,22.05,7,7,20,20,11,12,,,,,,,,,,,,,
2022-06-11,23.5,18,18.14,12.8,,,68,46.2,47.5,27,7.6,5.5,5,2.3,24,10.62,13,2,38,31,100.48,100.37,100.38,100.28,92.72,92.63,92.64,92.55,,,,,2.9,2.5,2.5,2,0,0.1,13.1,11.1,8.1,0,,,,05:05:00,22:02:00,16.95,5.08,22.03,6,6,21,21,9,9,,,,,,,,,,,,,
2022-06-10,23.4,18.77,18.29,13.2,,,80,45.2,53,26,10.1,5.9,6.5,2.8,30,14.83,16.5,3,51,31,100.49,100.3,100.24,99.98,92.74,92.58,92.52,92.3,,,,,3,2.5,2.6,2.2,0,0.3,13.3,11.3,8.3,0,,,,05:06:00,22:01:00,16.92,5.1,22.02,6,6,24,24,9,10,,,,,,,,,,,,,
2022-06-09,23.5,17.18,16,8.5,,,95,54.8,60,25,10.1,6.2,6,1.9,17,7.38,9,1,31,21,101.16,100.89,100.71,100.26,93.29,93.08,92.92,92.54,,,,,3.1,2.8,2.5,2,2,0,11,9,6,0,,,,05:06:00,22:01:00,16.92,5.1,22.02,6,6,24,24,15,15,,,,,,,,,,,,,
2022-06-08,22.4,15.91,16.64,10.9,,,93,62.4,64,35,11.3,7.9,8.3,5.4,21,11.21,11,1,40,16,101.63,101.19,101.24,100.86,93.76,93.35,93.41,93.06,,,,,3.2,2.6,2.7,2.2,1.4,0,11.6,9.6,6.6,3.9,,,,05:07:00,22:00:00,16.88,5.12,22,7,7,21,21,9,9,,,,,,,,,,,,,
2022-06-07,18.4,13.82,14.6,10.8,,,94,77.2,75,56,11.1,9.7,9.8,8.5,9,4.25,4.5,0,,,101.94,101.82,101.81,101.67,94,93.89,93.89,93.78,,,,,2.9,2.3,2.4,1.9,3.4,0,9.6,7.6,4.6,2.5,,,,05:07:00,21:59:00,16.87,5.12,21.98,5,6,20,20,11,12,,,,,,,,,,,,,
2022-06-06,16.3,11.93,13.05,9.8,,,91,74.4,67,43,10,7.2,6.3,2.6,28,12.88,15.5,3,43,13,101.7,101.33,101.35,101,93.75,93.45,93.47,93.2,,,,,2.6,2,2,1.5,5,0,8.1,6,3,6.2,,,,05:08:00,21:58:00,16.83,5.13,21.97,3,4,15,15,9,13,,,,,,,,,,,,,
2022-06-05,20.4,17.6,17.6,14.8,,,47,31.8,34.5,22,4.2,0.4,1,-2.3,29,21,21,13,48,13,101,100.92,100.92,100.85,93.2,93.14,93.14,93.09,,,,,3,2.7,2.7,2.4,0.4,0,12.6,10.6,7.6,0,,,,05:08:00,21:57:00,16.82,5.13,21.95,4,6,18,19,12,13,,,,,,,,,,,,,
2022-06-04,23.2,19.07,19.64,16.1,,,47,30.7,33.5,20,6.3,1.1,1.7,-2.9,29,20.38,20,11,47,13,100.88,100.8,100.77,100.66,93.11,93.05,93.01,92.92,,,,,3.2,2.8,2.8,2.5,0,1.6,14.6,12.6,9.6,0,,,,05:09:00,21:56:00,16.78,5.15,21.93,6,6,20,20,14,15,,,,,,,,,,,,,
2022-06-03,25.3,19.57,19.14,13,,,35,22.5,24.5,14,-1,-3.1,-3,-5.1,22,13.92,13,4,38,16,101.49,101.13,101.13,100.78,93.65,93.35,93.35,93.04,,,,,3.7,3.2,3.1,2.6,0,1.1,14.1,12.1,9.1,0,,,,05:10:00,21:55:00,16.75,5.17,21.92,6,6,24,24,12,13,,,,,,,,,,,,,
2022-06-02,22.2,16.12,14.35,6.5,,,69,32.8,42.5,16,2.4,-2.3,-1.9,-6.1,13,6,7,1,,,102.2,101.91,101.85,101.5,94.27,94.02,93.97,93.66,,,,,3.5,3.1,3.1,2.7,3.6,0,9.3,7.3,4.3,0,,,,05:11:00,21:53:00,16.7,5.18,21.88,6,6,21,21,10,10,,,,,,,,,,,,,
2022-06-01,20.9,14.72,14.45,8,,,60,36.3,40.5,21,1,-1.1,-1.3,-3.6,14,7.88,7.5,1,33,33,102.46,102.24,102.24,102.01,94.51,94.3,94.31,94.1,,,,,3,2.7,2.7,2.4,3.5,0,9.4,7.5,4.5,0,,,,05:12:00,21:52:00,16.67,5.2,21.87,6,6,19,19,8,9,,,,,,,,,,,,,
2022-05-31,20.5,13.78,12.9,5.3,,,60,34.2,40,20,0.2,-2.9,-2.9,-6,17,9.08,9.5,2,31,30,102.61,102.43,102.4,102.19,94.62,94.45,94.44,94.26,,,,,2.7,2.5,2.5,2.2,5.1,0,7.9,5.9,2.9,0,,,,05:12:00,21:51:00,16.65,5.2,21.85,6,6,18,18,7,8,,,,,,,,,,,,,
2022-05-30,17.4,12.55,13.1,8.8,,,84,46.9,54,24,6.6,-0.1,0.8,-4.9,19,14.29,12.5,6,42,35,102.46,102.13,102.02,101.59,94.47,94.16,94.07,93.66,,,,,2.7,2,2.1,1.5,4.9,0,8.1,6.1,3.1,0,,,,05:13:00,21:50:00,16.62,5.22,21.83,6,6,16,16,4,5,,,,,,,,,,,,,
2022-05-29,15.7,10.84,11.55,7.4,,,88,61.6,64.5,41,7.1,3.5,3.8,0.5,25,18.17,19,13,39,32,101.53,100.81,100.85,100.16,93.6,92.95,93,92.4,,,,,2.7,1.8,2.1,1.6,6.5,0,6.5,4.5,1.6,0,,,,05:14:00,21:48:00,16.57,5.23,21.8,6,6,17,17,7,8,,,,,,,,,,,,,
2022-05-28,20.4,14.72,14.64,8.9,,,80,45.9,52,24,6.1,1.8,2.2,-1.7,23,12.08,12.5,2,44,29,100.23,100.09,100.1,99.97,92.47,92.33,92.34,92.21,,,,,2.7,2.4,2.4,2,3.4,0,9.6,7.6,4.6,0,,,,05:16:00,21:47:00,16.52,5.27,21.78,7,7,21,21,9,10,,,,,,,,,,,,,
2022-05-27,22.3,16.35,16.64,11,,,82,46.9,56,30,8.9,4.4,5.6,2.3,24,11.21,13,2,57,25,100.79,100.26,100.31,99.82,92.99,92.51,92.56,92.12,,,,,3.2,2.8,2.8,2.5,1.4,0,11.6,9.6,6.6,2.9,,,,05:17:00,21:46:00,16.48,5.28,21.77,5,5,22,22,11,11,,,,,,,,,,,,,
2022-05-26,20.3,14.34,13.45,6.6,,,95,55.3,61,27,7.5,3.9,3.8,0.1,15,7.17,8.5,2,,,101.24,101.04,101.03,100.83,93.36,93.19,93.19,93.02,,,,,2.9,2.8,2.6,2.4,4.5,0,8.4,6.5,3.5,0,,,,05:18:00,21:44:00,16.43,5.3,21.73,6,6,21,21,10,12,,,,,,,,,,,,,
2022-05-25,18.6,13.3,13.5,8.4,,,88,59.1,60.5,33,7.5,4.8,4.5,1.4,25,8.92,13,1,45,30,101.07,100.86,100.85,100.63,93.22,93.01,93.01,92.81,,,,,3.4,2.8,2.8,2.1,4.5,0,8.5,6.5,3.5,6.6,,,,05:19:00,21:43:00,16.4,5.32,21.72,6,6,18,18,7,7,,,,,,,,,,,,,
